lead_id,scraped_at,search_query,business_name,category,address,city,state,zip_code,country,phone,website,google_maps_url,place_id,rating,review_count,price_level,emails,additional_phones,business_hours,facebook,twitter,linkedin,instagram,youtube,tiktok,owner_name,owner_title,owner_email,owner_phone,owner_linkedin,team_contacts,additional_contact_methods,pages_scraped,search_enriched,enrichment_status
d8a7e9a05bca,2026-01-18T14:06:55.342746,"Dentist in Kelowna, BC, Canada",Mission Creek Dental,Dentist,"575 Osprey Ave #400, Kelowna, BC V1Y 5A9, Canada",Kelowna,BC,V1Y 5A9,CA,+1 250-869-4138,https://missioncreekdental.com/,https://www.google.com/maps/search/?api=1&query=Mission%20Creek%20Dental&query_place_id=ChIJh9f0JauMfVMR1so7KAWzj0Y,ChIJh9f0JauMfVMR1so7KAWzj0Y,4.9,166,,smile@missioncreekdental.com,,,,,,,,,,,,,,,,3,no,success
46a969871c0a,2026-01-18T14:07:40.854218,"Dentist in Abbotsford, BC, Canada",East West Dental Group,Dentist,"32700 South Fraser Way, Abbotsford, BC V2T 4M5, Canada",Abbotsford,BC,32700,CA,+1 604-853-6011,,https://www.google.com/maps/search/?api=1&query=East%20West%20Dental%20Group&query_place_id=ChIJKVkjV1s1hFQRU3eUbaWhIZg,ChIJKVkjV1s1hFQRU3eUbaWhIZg,4.7,112,,,,,,,,,,,,,,,,,,0,no,error: No website available
29394d1c7a26,2026-01-18T14:07:40.854307,"Dentist in Abbotsford, BC, Canada",Abbotsford Dental Group,Dentist,"#1, 33782 Marshall Rd, Abbotsford, BC V2S 1L1, Canada",Abbotsford,BC,33782,CA,+1 604-853-6441,,https://www.google.com/maps/search/?api=1&query=Abbotsford%20Dental%20Group&query_place_id=ChIJ4QAtKphKhFQRsxLCu4_9olo,ChIJ4QAtKphKhFQRsxLCu4_9olo,4.4,21,,,,,,,,,,,,,,,,,,0,no,error: No website available
ef319db33d4c,2026-01-18T14:07:40.854344,"Dentist in Abbotsford, BC, Canada",7 Oaks Dental Centre,Dentist,"32900 South Fraser Way #328, Abbotsford, BC V2S 2A2, Canada",Abbotsford,BC,32900,CA,+1 604-870-9838,https://www.7oaks-smile.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=7%20Oaks%20Dental%20Centre&query_place_id=ChIJiajwT1w1hFQRt-fei1lPovk,ChIJiajwT1w1hFQRt-fei1lPovk,4.7,479,,info@7oaks-smile.com,,,https://www.facebook.com/7oakssmile,,,https://www.instagram.com/7oaksdental/,,,,,,,,,,3,no,success
f7ed04a8161f,2026-01-18T14:07:40.854396,"Dentist in Abbotsford, BC, Canada",Highstreet Dental,Dentist,"3122 Mount Lehman Rd Unit J155, Abbotsford, BC V2T 6L4, Canada",Abbotsford,BC,V2T 6L4,CA,+1 604-381-2268,https://highstreetdentalcentre.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=Highstreet%20Dental&query_place_id=ChIJWbsFadrKhVQRpCrDGljXjbI,ChIJWbsFadrKhVQRpCrDGljXjbI,4.8,456,,info@highstreetdentalcentre.com,,,https://www.facebook.com/HighstreetDentalCentre/,https://twitter.com/HighSt_Dental,,https://www.instagram.com/highstreetdentalcentre/,,,,,,,,,,4,no,success
ab5debdbfbcc,2026-01-18T14:07:40.854428,"Dentist in Abbotsford, BC, Canada",Clayburn Dental,Dentist,"3033 Immel St #400, Abbotsford, BC V2S 0E5, Canada",Abbotsford,BC,V2S 0E5,CA,+1 604-852-8487,https://www.clayburndental.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,https://www.google.com/maps/search/?api=1&query=Clayburn%20Dental&query_place_id=ChIJe-hnWoA1hFQRSatyvRpNK_E,ChIJe-hnWoA1hFQRSatyvRpNK_E,4.7,1115,,,,,https://www.facebook.com/ClayburnDental,,,,https://www.youtube.com/clayburndental,,,,,,,,,4,no,partial
823f71f05eee,2026-01-18T14:07:40.854527,"Dentist in Abbotsford, BC, Canada",Fraser Valley Dental Specialists,Dentist,"3033 Immel St #500, Abbotsford, BC V2S 0E5, Canada",Abbotsford,BC,V2S 0E5,CA,+1 604-852-5402,https://www.fraservalleydentalspecialists.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,https://www.google.com/maps/search/?api=1&query=Fraser%20Valley%20Dental%20Specialists&query_place_id=ChIJa9dBS4A1hFQRyKneqwwcWxQ,ChIJa9dBS4A1hFQRyKneqwwcWxQ,4.9,617,,,,,https://www.facebook.com/fraservalleyds/,,,,,,,,,,,,,3,no,partial
5b85b89a7a28,2026-01-18T14:07:40.854576,"Dentist in Abbotsford, BC, Canada",Bourquin Dental Centre of Abbotsford,Dentist,"2745 Bourquin Crescent W #101, Abbotsford, BC V2S 6J4, Canada",Abbotsford,BC,V2S 6J4,CA,+1 604-859-6555,https://abbotsfordgeneraldentist.com/?utm_source=google&utm_medium=GMB&utm_campaign=website,https://www.google.com/maps/search/?api=1&query=Bourquin%20Dental%20Centre%20of%20Abbotsford&query_place_id=ChIJxeKJmF01hFQRiME0Iv9GqS8,ChIJxeKJmF01hFQRiME0Iv9GqS8,4.8,298,,bourquindental@abbotsfordgeneraldentist.com,,,https://www.facebook.com/61566330777952,,,https://www.instagram.com/bourquindentalcentre/,,,,,,,,,,3,no,success
4b82efd969c7,2026-01-18T14:07:40.854656,"Dentist in Abbotsford, BC, Canada",Townline Dental,Dentist,"3670 Townline Rd #102, Abbotsford, BC V2T 0H2, Canada",Abbotsford,BC,V2T 0H2,CA,+1 604-744-1513,https://www.townlinedental.ca/,https://www.google.com/maps/search/?api=1&query=Townline%20Dental&query_place_id=ChIJw03ocSk1hFQRtcD0Hgh7PJI,ChIJw03ocSk1hFQRtcD0Hgh7PJI,4.8,75,,"info@townlinedental.ca, townlinedentalabby@gmail.com",,,https://www.facebook.com/TownlineDental/?ref=br_rs,https://twitter.com/Townline_Dental,,,,,,,,,,,,4,no,success
2b7c19d056fb,2026-01-18T14:07:40.854688,"Dentist in Abbotsford, BC, Canada",Smile Care Dental Center,Dentist,"32465 South Fraser Way #3, Abbotsford, BC V2T 1X4, Canada",Abbotsford,BC,32465,CA,+1 604-744-2262,http://www.abbysmilecare.com/,https://www.google.com/maps/search/?api=1&query=Smile%20Care%20Dental%20Center&query_place_id=ChIJOeFwieM1hFQRcMpTPTGbMCA,ChIJOeFwieM1hFQRcMpTPTGbMCA,4.9,346,,info@abbysmilecare.com,,,https://www.facebook.com/abbysmilecare/,,,https://www.instagram.com/abbysmilecare/,,,,,,,,,,5,no,success
204bf4888d4e,2026-01-18T14:07:40.854722,"Dentist in Abbotsford, BC, Canada",Abbotsford Dental Centre,Dentist,"2669 Langdon St #109, Abbotsford, BC V2T 3L3, Canada",Abbotsford,BC,V2T 3L3,CA,+1 604-850-0714,http://www.abbotsforddentist.com/,https://www.google.com/maps/search/?api=1&query=Abbotsford%20Dental%20Centre&query_place_id=ChIJ0RHOBEw1hFQRu-u1PQa9PDY,ChIJ0RHOBEw1hFQRu-u1PQa9PDY,4.8,83,,"AbbotsfordDentist@shaw.ca, AbbotsfordDentist@Shaw.ca",,,https://www.google.com/url?q=https%3A%2F%2Fwww.facebook.com%2FDr-R-K-Arya-Inc-273763566021130%2F&sa=D&sntz=1&usg=AOvVaw2XAbuDDrmDCWJt_-EiPP5z,,,https://www.google.com/url?q=https%3A%2F%2Fwww.instagram.com%2FAbby.Dentist&sa=D&sntz=1&usg=AOvVaw1tsS3BH2OBcg78PkAejKcj,,,,,,,,,,3,no,success
cbefc41abb49,2026-01-18T14:07:40.854757,"Dentist in Abbotsford, BC, Canada",Mount Lehman Dental,Dentist,"3250 Mount Lehman Rd #117, Abbotsford, BC V4X 2M9, Canada",Abbotsford,BC,V4X 2M9,CA,+1 604-856-7860,https://mountlehmandental.com/,https://www.google.com/maps/search/?api=1&query=Mount%20Lehman%20Dental&query_place_id=ChIJ8TUV59nKhVQRFP-bX-Blz-0,ChIJ8TUV59nKhVQRFP-bX-Blz-0,4.9,239,,,,,,,,,,,,,,,,,,4,no,partial
40265bda191e,2026-01-18T14:07:40.854784,"Dentist in Abbotsford, BC, Canada",Gladwin Dental Centre,Dental clinic,"2955 Gladwin Rd #109, Abbotsford, BC V2T 5T4, Canada",Abbotsford,BC,V2T 5T4,CA,+1 604-853-6657,http://gladwindental.com/,https://www.google.com/maps/search/?api=1&query=Gladwin%20Dental%20Centre&query_place_id=ChIJsXXSZ0I1hFQRyDD9qOyvmjs,ChIJsXXSZ0I1hFQRyDD9qOyvmjs,4.9,20,,info@gladwindental.com,,,https://www.facebook.com/gladwindental,,, https://www.instagram.com/gladwindental/,,,,,,,,,,5,no,success
d5942afdfcea,2026-01-18T14:07:40.854814,"Dentist in Abbotsford, BC, Canada",Allwood Dental- Dr. Shikha Hans Dental Corp,Dental clinic,"32615 South Fraser Way #105, Abbotsford, BC V2T 1X8, Canada",Abbotsford,BC,32615,CA,+1 604-746-3535,http://www.allwooddental.com/,https://www.google.com/maps/search/?api=1&query=Allwood%20Dental-%20Dr.%20Shikha%20Hans%20Dental%20Corp&query_place_id=ChIJO6UutkQ1hFQRSt924dXbPKo,ChIJO6UutkQ1hFQRSt924dXbPKo,4.9,168,,"info@allwooddental.com, Info@allwooddental.com, info@allwooddental.comm",,,https://www.facebook.com/p/Allwood-Dental-100051044899930/,,,https://www.instagram.com/allwood_dental/,,,,,,,,,,1,no,success
cc83ef7b9a65,2026-01-18T14:07:40.854862,"Dentist in Abbotsford, BC, Canada",United Dentists,Dental clinic,"2031 McCallum Rd #101, Abbotsford, BC V2S 0C7, Canada",Abbotsford,BC,V2S 0C7,CA,+1 604-853-6115,http://united-dentists.com/,https://www.google.com/maps/search/?api=1&query=United%20Dentists&query_place_id=ChIJlwvThaJKhFQRgqFgtkkreGE,ChIJlwvThaJKhFQRgqFgtkkreGE,4.9,187,,lifestyle@united-dentists.com,,,https://www.facebook.com/uniteddentist,https://twitter.com/united_dentist,,,https://www.youtube.com/channel/UCjl87zhYBg65cWjzm3za2XQ,,,,,,,,,5,no,success
27dcd3117ad9,2026-01-18T14:07:40.854926,"Dentist in Abbotsford, BC, Canada",Montrose Dental Centre,Dentist,"2636 Montrose Ave #201B, Abbotsford, BC V2S 3T6, Canada",Abbotsford,BC,V2S 3T6,CA,+1 604-853-5677,http://montrosedentalcentre.com/,https://www.google.com/maps/search/?api=1&query=Montrose%20Dental%20Centre&query_place_id=ChIJiYWammI1hFQRt733cYf4oHE,ChIJiYWammI1hFQRt733cYf4oHE,4.9,35,,info@montrosedentalcentre.com,,,https://www.facebook.com/SmileDesignsDoorCounty/,,,,,,,,,,,,,3,no,success
70a2a57c4c5c,2026-01-18T14:07:40.854947,"Dentist in Abbotsford, BC, Canada",Midtown Dental,Dental clinic,"1878 McCallum Rd #140, Abbotsford, BC V2S 0H9, Canada",Abbotsford,BC,V2S 0H9,CA,+1 604-744-5555,http://www.midtown-dental.com/,https://www.google.com/maps/search/?api=1&query=Midtown%20Dental&query_place_id=ChIJkfTo37xKhFQRVA5D_7BUf5U,ChIJkfTo37xKhFQRVA5D_7BUf5U,4.6,125,,info@midtown-dental.com,,,https://www.facebook.com/midtowndentalabbotsford,https://twitter.com/midtownabby,,https://instagram.com/midtowndentalabbotsford,,,,,,,,,,3,no,success
79bf14cad1bf,2026-01-18T14:07:40.854966,"Dentist in Abbotsford, BC, Canada",dental & smile design at MAHOGANY - Abbotsford Dental Clinic,Cosmetic dentist,"2180 Gladwin Rd #104, Abbotsford, BC V2S 0H4, Canada",Abbotsford,BC,V2S 0H4,CA,+1 604-743-0981,http://www.dentistsatmahogany.com/?utm_source=GMBlisting&utm_medium=organic,https://www.google.com/maps/search/?api=1&query=dental%20%26%20smile%20design%20at%20MAHOGANY%20-%20Abbotsford%20Dental%20Clinic&query_place_id=ChIJLwhYMv5LhFQRPBA5_rNcJAY,ChIJLwhYMv5LhFQRPBA5_rNcJAY,5,247,,"dentists@mahogany.com, hello@dentistsatmahogany.com",,,https://www.facebook.com/dentistsatmahogany/?fref=mentions,,,https://www.instagram.com/dentistsatmahogany/?hl=en,https://www.youtube.com/watch?v=sql7kaN09yM,,,,,,,,,4,no,success
3.0340719e+34,2026-01-18T14:08:09.916921,"Dentist in Coquitlam, BC, Canada",The Dentist,,"Metro Vancouver, BC, Canada",Metro Vancouver,BC,,CA,,,https://www.google.com/maps/search/?api=1&query=The%20Dentist&query_place_id=ChIJR0NWdbl-hlQR15gHlSE-S7E,ChIJR0NWdbl-hlQR15gHlSE-S7E,,,,,,,,,,,,,,,,,,,,0,no,error: No website available
377718f7c44d,2026-01-18T14:08:52.829416,"Dentist in Nanaimo, BC, Canada",Diver Lake Dental Clinic,Dentist,"3789 Shenton Rd #101, Nanaimo, BC V9T 2H1, Canada",Nanaimo,BC,V9T 2H1,CA,+1 778-744-4248,https://diverlakedental.com/,https://www.google.com/maps/search/?api=1&query=Diver%20Lake%20Dental%20Clinic&query_place_id=ChIJJZRDmhqiiFQRxsGNdRGaLoE,ChIJJZRDmhqiiFQRxsGNdRGaLoE,4.9,290,,,,,,,,,,,,,,,,,,0,no,partial
6de1b345278d,2026-01-18T14:08:52.829525,"Dentist in Nanaimo, BC, Canada",Terminal Park Dental Clinic,Dentist,"1559 Estevan Rd #4, Nanaimo, BC V9S 3Y3, Canada",Nanaimo,BC,V9S 3Y3,CA,+1 778-744-4247,https://terminalparkdental.com/,https://www.google.com/maps/search/?api=1&query=Terminal%20Park%20Dental%20Clinic&query_place_id=ChIJ5UtFq36hiFQRlmNVKyoP7yU,ChIJ5UtFq36hiFQRlmNVKyoP7yU,4.9,132,,,,,,,,,,,,,,,,,,0,no,partial
b1ef83db9cdb,2026-01-18T14:08:52.829567,"Dentist in Nanaimo, BC, Canada",Northridge Dental,Dentist,"5800 Turner Rd #504, Nanaimo, BC V9T 6J4, Canada",Nanaimo,BC,V9T 6J4,CA,+1 250-756-9232,https://www.northridgedental.ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.google.com/maps/search/?api=1&query=Northridge%20Dental&query_place_id=ChIJiXvH4D1_C0ERBe8wkqbsDl0,ChIJiXvH4D1_C0ERBe8wkqbsDl0,5,157,,info@northridgedental.ca,,,https://www.facebook.com/Northridge-Dental-109717181322577,,,https://www.instagram.com/northridgedental/,,,,,,,,,,5,no,success
913e7f26a69c,2026-01-18T14:08:52.829618,"Dentist in Nanaimo, BC, Canada",Cedar Valley Dental Centre,Dentist,"1834 Cedar Rd, Nanaimo, BC V9X 1H9, Canada",Nanaimo,BC,V9X 1H9,CA,+1 250-722-9448,https://dentistrybc.com/,https://www.google.com/maps/search/?api=1&query=Cedar%20Valley%20Dental%20Centre&query_place_id=ChIJXf3rSeCliFQRNAL4uEdAZto,ChIJXf3rSeCliFQRNAL4uEdAZto,5,51,,cvdc@shaw.ca,,,,,,,,,,,,,,,,1,no,success
a14aab113701,2026-01-18T14:08:52.829640,"Dentist in Nanaimo, BC, Canada",Country Club Dental Centre,Dentist,"3200 Island Hwy, Nanaimo, BC V9T 1W1, Canada",Nanaimo,BC,V9T 1W1,CA,+1 250-758-5252,https://www.countryclubdental.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,https://www.google.com/maps/search/?api=1&query=Country%20Club%20Dental%20Centre&query_place_id=ChIJz9gBihuiiFQR2lL_7bkobVA,ChIJz9gBihuiiFQR2lL_7bkobVA,4.9,239,,,,,https://www.facebook.com/CountryClubDentalCentre/,,,https://www.instagram.com/countryclubdental.ca/,,,,,,,,,,4,no,partial
3b518f39ec56,2026-01-18T14:08:52.829667,"Dentist in Nanaimo, BC, Canada",Wellington Dental Clinic,Dentist,"3180 Barons Rd, Nanaimo, BC V9T 4B5, Canada",Nanaimo,BC,V9T 4B5,CA,+1 250-758-1783,https://www.wellingtondentalclinic.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,https://www.google.com/maps/search/?api=1&query=Wellington%20Dental%20Clinic&query_place_id=ChIJvR2GVhyiiFQRPakQztgpNUI,ChIJvR2GVhyiiFQRPakQztgpNUI,4.7,269,,,,,,,,,,,,,,,,,,4,no,partial
ae38daa96dc6,2026-01-18T14:08:52.829704,"Dentist in Nanaimo, BC, Canada",Pacific One Dental,Dentist,"5160 Dublin Way #102, Nanaimo, BC V9T 0H2, Canada",Nanaimo,BC,V9T 0H2,CA,+1 250-585-2185,https://pacificonedental.com/?utm_source=GMBlisting&utm_medium=organic,https://www.google.com/maps/search/?api=1&query=Pacific%20One%20Dental&query_place_id=ChIJlc1guv6ZiFQRTaZEjP6oBjo,ChIJlc1guv6ZiFQRTaZEjP6oBjo,4.9,94,,,,,https://www.facebook.com/pacificonedental,,,https://www.instagram.com/pacificonedental/,,,,,,,,,,3,no,partial
e857407bd53c,2026-01-18T14:08:52.829732,"Dentist in Nanaimo, BC, Canada",Malaspina Dental Centre,Dentist,"1551 Estevan Rd #5, Nanaimo, BC V9S 3Y3, Canada",Nanaimo,BC,V9S 3Y3,CA,+1 250-824-1414,https://www.malaspinadental.ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,https://www.google.com/maps/search/?api=1&query=Malaspina%20Dental%20Centre&query_place_id=ChIJdTkhHXyhiFQRdWSrV54Aedc,ChIJdTkhHXyhiFQRdWSrV54Aedc,4.9,49,,info@malaspinadental.ca,,,https://www.facebook.com/MalaspinaDental,,,,,,,,,,,,,5,no,success
inf,2026-01-18T14:08:52.829766,"Dentist in Nanaimo, BC, Canada",Uplands Dental Clinic Nanaimo,Dentist,"5769 Turner Rd Unit 4, Nanaimo, BC V9T 6L8, Canada",Nanaimo,BC,V9T 6L8,CA,+1 250-729-8060,https://www.uplandsdental.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,https://www.google.com/maps/search/?api=1&query=Uplands%20Dental%20Clinic%20Nanaimo&query_place_id=ChIJy9f6q7GYiFQREU4FsSQUajE,ChIJy9f6q7GYiFQREU4FsSQUajE,4.9,219,,,,,https://www.facebook.com/uplandsdentalclinic/,,,https://www.instagram.com/nanaimodentistdrkeith/,,,,,,,,,,3,no,partial
5bf7ea1746f0,2026-01-18T14:08:52.829794,"Dentist in Nanaimo, BC, Canada",Brooks Landing Dental,Dentist,"2000 Island Hwy #230, Nanaimo, BC V9S 5W3, Canada",Nanaimo,BC,V9S 5W3,CA,+1 250-758-1168,https://www.brookslandingdental.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,https://www.google.com/maps/search/?api=1&query=Brooks%20Landing%20Dental&query_place_id=ChIJ-8GRH_OhiFQRtXRCauBjoys,ChIJ-8GRH_OhiFQRtXRCauBjoys,4.5,288,,,,,,,,,,,,,,,,,,4,no,partial
e9914a742ef1,2026-01-18T14:08:52.829829,"Dentist in Nanaimo, BC, Canada",Dover View Dental Centre,Dentist,"6894 N Island Hwy #7, Nanaimo, BC V9V 1P6, Canada",Nanaimo,BC,V9V 1P6,CA,+1 250-390-9227,http://www.doverviewdental.com/,https://www.google.com/maps/search/?api=1&query=Dover%20View%20Dental%20Centre&query_place_id=ChIJZ0zc_82YiFQRHNPJKk-sado,ChIJZ0zc_82YiFQRHNPJKk-sado,4.8,124,,info@doverviewdental.com,,,https://www.facebook.com/doverviewdentalcentre/,,,,,,,,,,,,,4,no,success
bce210d4d39a,2026-01-18T14:08:52.829845,"Dentist in Nanaimo, BC, Canada",Eagle Point Dental,Dentist,"1-6304 Dover Rd, Nanaimo, BC V9V 1S4, Canada",Nanaimo,BC,V9V 1S4,CA,+1 236-362-0720,https://www.eaglepointdental.ca/,https://www.google.com/maps/search/?api=1&query=Eagle%20Point%20Dental&query_place_id=ChIJv-8ixDKfiFQRqersc3An-I8,ChIJv-8ixDKfiFQRqersc3An-I8,4.8,156,,,,,,,,,,,,,,,,,,0,no,partial
cb49884b4984,2026-01-18T14:08:52.829865,"Dentist in Nanaimo, BC, Canada",Westhill Dental Clinic / Dr. Fan Liu D.D.S.,Dentist,"1808 Bowen Rd #109, Nanaimo, BC V9S 5W4, Canada",Nanaimo,BC,V9S 5W4,CA,+1 250-754-9903,http://www.westhilldentalclinic.com/,https://www.google.com/maps/search/?api=1&query=Westhill%20Dental%20Clinic%20%2F%20Dr.%20Fan%20Liu%20D.D.S.&query_place_id=ChIJwbSSytKjiFQRQakUf2BMukU,ChIJwbSSytKjiFQRQakUf2BMukU,4,44,,info@westhilldentalclinic.com,,,https://www.facebook.com/Westhilldentalclinic,,https://www.linkedin.com/company/3839757?trk=tyah&trkInfo=tarId%3A1409092753293%2Ctas%3Awesthill%20denta%2Cidx%3A2-1-2,,,,,,,,,,,3,no,success
b28ea68dfdc1,2026-01-18T14:08:52.829894,"Dentist in Nanaimo, BC, Canada",Brickyard Dental Clinic,Dentist,"6010 Brickyard Rd #201, Nanaimo, BC V9T 5M5, Canada",Nanaimo,BC,V9T 5M5,CA,+1 250-751-8782,https://www.brickyarddentalclinic.com/?utm_source=GMBlisting&utm_medium=organic,https://www.google.com/maps/search/?api=1&query=Brickyard%20Dental%20Clinic&query_place_id=ChIJd3RlTUqfiFQR1emD2rRwdLE,ChIJd3RlTUqfiFQR1emD2rRwdLE,4.9,325,,,,,https://www.facebook.com/brickyarddentalclinic/,,,,https://www.youtube.com/channel/UC-g9Csuomm-O6TMKNzDbi9w,,,,,,,,,2,no,partial
4a0babd5f8b9,2026-01-18T14:08:52.829936,"Dentist in Nanaimo, BC, Canada",Vancouver Island Dental Specialists,Dental implants periodontist,"6545 Portsmouth Rd Unit 102, Nanaimo, BC V9V 1A3, Canada",Nanaimo,BC,V9V 1A3,CA,+1 250-824-1724,https://videntalspecialists.com/,https://www.google.com/maps/search/?api=1&query=Vancouver%20Island%20Dental%20Specialists&query_place_id=ChIJnUP7n9WZiFQRpNGjZMZ48HQ,ChIJnUP7n9WZiFQRpNGjZMZ48HQ,4.9,488,,"hello@videntalspecialists.com, stacey@videntalspecialists.com",,,https://www.facebook.com/videntalspecialists/,https://twitter.com/vi_dental,,https://www.instagram.com/videntalspecialists/,,,,,,,,,,4,no,success
0e678c582415,2026-01-18T14:08:52.829960,"Dentist in Nanaimo, BC, Canada",Lakeside Dental Clinic,Dentist,"4800 N Island Hwy #7, Nanaimo, BC V9T 1W6, Canada",Nanaimo,BC,V9T 1W6,CA,+1 250-756-1300,https://lakesidedentalclinic.ca/,https://www.google.com/maps/search/?api=1&query=Lakeside%20Dental%20Clinic&query_place_id=ChIJ-Xs1MQiiiFQRZlt7rkllQpI,ChIJ-Xs1MQiiiFQRZlt7rkllQpI,4.7,101,,lakesidedentalclinic@shaw.ca,,,https://www.facebook.com/profile.php?id=100048470090251,,,https://www.instagram.com/lakesidedentalclinic/,,,,,,,,,,4,no,success
1489e6af5751,2026-01-18T14:08:52.829977,"Dentist in Nanaimo, BC, Canada",Northfield Dental Clinic,Dentist,"2150 Bowen Rd Suite 4, Nanaimo, BC V9S 1H7, Canada",Nanaimo,BC,V9S 1H7,CA,+1 250-758-4711,https://nanaimodentalclinics.com/,https://www.google.com/maps/search/?api=1&query=Northfield%20Dental%20Clinic&query_place_id=ChIJe1kGZiWiiFQRI6TDer9GCzM,ChIJe1kGZiWiiFQRI6TDer9GCzM,4.9,690,,,,,https://www.facebook.com/northfielddentalclinicnanaimo/,,,https://www.instagram.com/nanaimodentalclinics/,,,,,,,,,,5,no,partial
e1db1a422e8c,2026-01-18T14:08:52.829994,"Dentist in Nanaimo, BC, Canada",Long Lake Dental Clinic,Dentist,"4890 Rutherford Rd #5A, Nanaimo, BC V9T 4Z4, Canada",Nanaimo,BC,V9T 4Z4,CA,+1 250-585-0220,https://nanaimodentalclinics.com/,https://www.google.com/maps/search/?api=1&query=Long%20Lake%20Dental%20Clinic&query_place_id=ChIJecjegu2ZiFQRT7ynEZD4hC0,ChIJecjegu2ZiFQRT7ynEZD4hC0,5,244,,,,,https://www.facebook.com/northfielddentalclinicnanaimo/,,,https://www.instagram.com/nanaimodentalclinics/,,,,,,,,,,5,no,partial
41b1c4e54b65,2026-01-18T14:08:52.830022,"Dentist in Nanaimo, BC, Canada",Seven Sails Dental Centre,Dentist,"1629 Townsite Rd, Nanaimo, BC V9S 1N3, Canada",Nanaimo,BC,V9S 1N3,CA,+1 250-754-8880,http://www.dentistnanaimo.com/,https://www.google.com/maps/search/?api=1&query=Seven%20Sails%20Dental%20Centre&query_place_id=ChIJY_v4WdKjiFQRHAG3uhzHjZg,ChIJY_v4WdKjiFQRHAG3uhzHjZg,4.5,25,,,,,,,,,,,,,,,,,,4,no,partial
5f2d36bc116b,2026-01-18T14:08:52.830041,"Dentist in Nanaimo, BC, Canada",Nanaimo Smiles,Dentist,"2700 Norwell Dr, Nanaimo, BC V9T 1X3, Canada",Nanaimo,BC,V9T 1X3,CA,+1 250-591-6000,https://nanaimosmiles.com/,https://www.google.com/maps/search/?api=1&query=Nanaimo%20Smiles&query_place_id=ChIJRSKkQA2jiFQRD3Prx9mo-NM,ChIJRSKkQA2jiFQRD3Prx9mo-NM,4.8,637,,"info@nanaimosmiles.com, info@ladysmithsmiles.com",,,https://www.facebook.com/nanaimosmiles/,,,https://www.instagram.com/nanaimosmiles/,,,,,,,,,,4,no,success
bb4097eb7198,2026-01-18T14:09:45.933103,"Dentist in Kamloops, BC, Canada",Riverside Dental Clinic,Dentist,"444 Victoria St #307, Kamloops, BC V2C 2A7, Canada",Kamloops,BC,V2C 2A7,CA,+1 250-372-1237,https://www.riversidedentalclinic.ca/,https://www.google.com/maps/search/?api=1&query=Riverside%20Dental%20Clinic&query_place_id=ChIJs0DhCqstflMROXst7qsq3Uw,ChIJs0DhCqstflMROXst7qsq3Uw,4.9,223,,info@riversidedentalclinic.ca,,,,,,,,,,,,,,,,4,no,success
5787e9e35740,2026-01-18T14:09:45.933130,"Dentist in Kamloops, BC, Canada",Pure Dental,Dentist,"2160 Flamingo Rd #3, Kamloops, BC V2C 4J9, Canada",Kamloops,BC,V2C 4J9,CA,+1 250-374-8221,https://www.puredental.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,https://www.google.com/maps/search/?api=1&query=Pure%20Dental&query_place_id=ChIJv7LUF8rMc0ERUXpMnCyihVk,ChIJv7LUF8rMc0ERUXpMnCyihVk,4.9,567,,,,,https://www.facebook.com/Puredentalkamloops/,,,,,,,,,,,,,4,no,partial
a78869b53869,2026-01-18T14:09:45.933155,"Dentist in Kamloops, BC, Canada",Hillside Dental,Dentist,"1150 Hillside Dr #303, Kamloops, BC V2E 2N1, Canada",Kamloops,BC,V2E 2N1,CA,+1 250-374-4818,http://hillsidedental.care/,https://www.google.com/maps/search/?api=1&query=Hillside%20Dental&query_place_id=ChIJWfScWKstflMREKIXyDmPwjk,ChIJWfScWKstflMREKIXyDmPwjk,4.8,70,,reception@hillsidedental.care,,,,,,,,,,,,,,,,3,no,success
a65d974120d5,2026-01-18T14:09:45.933179,"Dentist in Kamloops, BC, Canada",BlueBird Dental,Dentist,"501, 275 Lansdowne St, Kamloops, BC V2C 3M2, Canada",Kamloops,BC,V2C 3M2,CA,+1 250-372-2326,https://www.bluebirddentalbc.com/,https://www.google.com/maps/search/?api=1&query=BlueBird%20Dental&query_place_id=ChIJmd6PUjwtflMRvQlfhgGTh3k,ChIJmd6PUjwtflMRvQlfhgGTh3k,4.9,133,,,,,,,,,,,,,,,,,,0,no,partial
